"District 
Code","Constituency
Code",Polling Station Code,No. of Electors*,"Main
CS?","Small 
PS?",08:30,09:30,10:30,11:30,12:30,13:30,14:30,15:30,16:30,17:30,18:30,19:30,20:30,21:30,22:30
S,S21,S2101,"9,333 ",Y,N,117 ,357 ,677 ,"1,028 ","1,351 ","1,563 ","1,792 ","2,065 ","2,316 ","2,512 ","2,883 ","3,129 ","3,413 ","3,775 ","4,050 "
S,S22,S2201,"2,079 ",Y,N,19 ,59 ,124 ,207 ,287 ,338 ,398 ,466 ,513 ,578 ,643 ,693 ,741 ,826 ,880 
S,S22,S2202,"6,789 ",N,N,92 ,294 ,522 ,866 ,"1,166 ","1,353 ","1,578 ","1,800 ","2,065 ","2,237 ","2,524 ","2,768 ","2,976 ","3,186 ","3,417 "
S,S23,S2301,"5,142 ",Y,N,51 ,180 ,311 ,473 ,589 ,687 ,790 ,870 ,992 ,"1,098 ","1,214 ","1,300 ","1,429 ","1,542 ","1,752 "
S,S23,S2302,"5,927 ",N,N,82 ,245 ,454 ,639 ,803 ,925 ,"1,092 ","1,246 ","1,422 ","1,545 ","1,713 ","1,854 ","2,007 ","2,203 ","2,382 "
S,S24,S2401,"7,411 ",Y,N,98 ,330 ,650 ,922 ,"1,105 ","1,233 ","1,407 ","1,588 ","1,805 ","1,977 ","2,204 ","2,369 ","2,528 ","2,664 ","2,776 "
S,S24,S2402,"4,503 ",N,N,38 ,143 ,241 ,406 ,538 ,602 ,718 ,812 ,918 ,"1,036 ","1,159 ","1,275 ","1,376 ","1,514 ","1,674 "
S,S25,S2501,"8,368 ",Y,N,120 ,350 ,677 ,938 ,"1,168 ","1,317 ","1,509 ","1,685 ","1,924 ","2,140 ","2,370 ","2,601 ","2,791 ","3,037 ","3,285 "
S,S27,S2701,"8,792 ",Y,N,140 ,428 ,726 ,"1,047 ","1,310 ","1,527 ","1,792 ","2,024 ","2,296 ","2,527 ","2,766 ","2,997 ","3,264 ","3,535 ","3,833 "
S,S28,S2801,"11,545 ",Y,N,118 ,355 ,623 ,995 ,"1,324 ","1,576 ","1,876 ","2,153 ","2,437 ","2,759 ","3,090 ","3,389 ","3,709 ","4,075 ","4,365 "
T,T01,T0101,"1,759 ",N,N,87 ,225 ,324 ,380 ,412 ,442 ,476 ,505 ,535 ,572 ,639 ,709 ,807 ,851 ,873 
T,T01,T0102,93 ,N,Y,4 ,12 ,20 ,21 ,28 ,28 ,30 ,33 ,33 ,33 ,35 ,35 ,35 ,35 ,35 
T,T01,T0103,36 ,N,Y,2 ,5 ,11 ,12 ,17 ,17 ,21 ,21 ,21 ,22 ,22 ,23 ,23 ,23 ,23 
T,T01,T0104,706 ,Y,N,9 ,20 ,37 ,67 ,85 ,109 ,148 ,166 ,176 ,179 ,200 ,218 ,226 ,240 ,246 
T,T01,T0105,64 ,N,Y,1 ,6 ,7 ,14 ,15 ,16 ,20 ,23 ,26 ,26 ,27 ,27 ,27 ,27 ,27 
T,T01,T0106,65 ,N,Y,4 ,5 ,8 ,16 ,18 ,21 ,21 ,23 ,26 ,28 ,30 ,30 ,30 ,31 ,31 
T,T01,T0107,"2,743 ",N,N,38 ,145 ,296 ,468 ,596 ,684 ,772 ,858 ,938 ,"1,041 ","1,142 ","1,232 ","1,301 ","1,391 ","1,441 "
T,T01,T0108,359 ,N,N,11 ,22 ,49 ,67 ,84 ,103 ,116 ,132 ,156 ,168 ,190 ,199 ,208 ,216 ,219 
T,T01,T0109,843 ,N,N,9 ,40 ,78 ,117 ,144 ,167 ,194 ,222 ,254 ,288 ,329 ,362 ,395 ,421 ,433 
T,T02,T0201,"8,096 ",Y,N,83 ,314 ,696 ,"1,027 ","1,399 ","1,708 ","2,004 ","2,225 ","2,484 ","2,720 ","3,097 ","3,441 ","3,728 ","4,095 ","4,435 "
T,T03,T0301,"8,973 ",Y,N,78 ,236 ,415 ,602 ,815 ,"1,004 ","1,177 ","1,341 ","1,516 ","1,695 ","2,035 ","2,283 ","2,541 ","2,860 ","3,105 "
T,T04,T0401,"6,287 ",Y,N,51 ,154 ,367 ,567 ,841 ,"1,093 ","1,310 ","1,501 ","1,689 ","1,917 ","2,097 ","2,224 ","2,392 ","2,541 ","2,716 "
T,T05,T0501,"10,139 ",Y,N,81 ,243 ,466 ,877 ,"1,229 ","1,261 ","1,607 ","1,743 ","1,928 ","2,121 ","2,399 ","2,604 ","2,870 ","3,128 ","3,417 "
T,T06,T0601,"4,161 ",Y,N,39 ,97 ,190 ,339 ,506 ,627 ,727 ,841 ,963 ,"1,043 ","1,194 ","1,308 ","1,397 ","1,488 ","1,585 "
T,T07,T0701,"3,807 ",Y,N,104 ,262 ,466 ,685 ,908 ,"1,112 ","1,286 ","1,476 ","1,640 ","1,787 ","1,938 ","2,104 ","2,243 ","2,419 ","2,495 "
T,T08,T0801,"2,094 ",Y,N,88 ,203 ,328 ,448 ,545 ,642 ,704 ,783 ,849 ,956 ,"1,011 ","1,077 ","1,125 ","1,176 ","1,225 "
T,T08,T0802,253 ,N,N,12 ,31 ,47 ,62 ,70 ,78 ,83 ,87 ,96 ,102 ,109 ,123 ,126 ,127 ,134 
T,T09,T0901,"4,102 ",Y,N,39 ,190 ,360 ,519 ,665 ,789 ,915 ,"1,059 ","1,147 ","1,269 ","1,424 ","1,558 ","1,699 ","1,888 ","1,993 "
T,T09,T0902,"2,064 ",N,N,21 ,74 ,157 ,247 ,312 ,373 ,446 ,483 ,533 ,577 ,645 ,714 ,786 ,884 ,942 
